Airport,Time,Temperature,WindSpeed,Precipitation,Visibility,WeatherCondition
ATL,2024-01-01 04:50:00,11.457749497990598,23.849169630882688,7.523809375392442,8.496947246977005,Clear
JFK,2024-01-01 05:00:00,18.354190708774855,19.460430931171942,7.346810305545599,3.678136447967339,Clear
ATL,2024-01-01 05:10:00,27.289380775323018,44.371226768518014,10.518931538029188,8.103615892093941,Clear
LAX,2024-01-01 05:20:00,25.256130202217044,44.69667553349952,16.175988890023014,1.280922043048728,Rain
JFK,2024-01-01 05:30:00,2.468116237102983,16.790818232076727,7.235366238451317,9.701789952640542,Clear
DFW,2024-01-01 05:40:00,32.339607630164195,30.7534877007349,10.485094410754733,5.739354483308104,Clear
LAX,2024-01-01 05:50:00,-4.404437135610834,46.34537810729321,13.414546508852016,3.729529234589007,Clear
ATL,2024-01-01 06:00:00,29.381012837951843,48.10292494706758,5.388788926073101,4.263248913352093,Rain
LAX,2024-01-01 06:10:00,33.692311232207835,25.447952021102378,5.550456098047851,1.5976481811444763,Clear
JFK,2024-01-01 06:20:00,-2.0280914549818494,22.64124026421634,18.668262540469097,9.904145626378353,Clear
ORD,2024-01-01 06:30:00,22.49297288917034,13.934715796426289,14.470691466621773,1.353627506356232,Fog
ORD,2024-01-01 06:40:00,-8.18715165499007,47.9435936595205,11.543733524466177,6.894164108330731,Snow
ATL,2024-01-01 06:50:00,8.244027131261973,7.140715223643368,12.95440108841224,4.984623349358125,Fog
ATL,2024-01-01 07:00:00,13.23274846389533,28.99147880238625,0.5859888620683673,9.540245963698435,Clear
ORD,2024-01-01 07:10:00,16.129035165933534,14.127513375931944,12.362059311233937,3.2139976627611566,Clear
ATL,2024-01-01 07:20:00,32.11717617118518,13.95041451738983,10.190177464484037,5.788781415442102,Rain
LAX,2024-01-01 07:30:00,20.25128092823876,20.248429368809422,10.914993595588713,5.341205877244777,Clear
DFW,2024-01-01 07:40:00,11.657507804865666,49.939646790782724,7.188476536616342,7.325797996450913,Clear
DFW,2024-01-01 07:50:00,26.43537663196502,2.7483153419911033,1.6294779542588378,1.6120920875717846,Clear
LAX,2024-01-01 08:00:00,32.7739769429484,28.927090910176574,3.8667846722410437,2.7441021702101938,Fog
DFW,2024-01-01 08:10:00,-9.007023309296912,4.128607901763859,19.014894264253435,2.9310833808356485,Clear
JFK,2024-01-01 08:20:00,34.21345725152174,7.726041499525948,8.17399124541868,7.643356793575207,Thunderstorm
LAX,2024-01-01 08:30:00,-6.124053742134385,21.978147088644935,9.333663116617284,2.7022482669406607,Fog
ATL,2024-01-01 08:40:00,26.64740506709426,25.523006567322064,1.0541957970687799,6.16142587501879,Clear
LAX,2024-01-01 08:50:00,2.6150638648135622,12.9396204182262,0.7513245908796118,2.937194384508583,Snow
ORD,2024-01-01 09:00:00,-4.051915401075771,15.822856543720809,14.343628940935155,8.754624550755807,Rain
ATL,2024-01-01 09:10:00,9.793503787122571,4.348351012796653,10.761893282422225,9.479669090406746,Fog
ORD,2024-01-01 09:20:00,18.978046075142608,15.160989192212526,10.174119684325333,5.6664367744801645,Clear
ATL,2024-01-01 09:30:00,7.142833026056376,48.3279219690272,4.862490608453374,4.170779957882605,Snow
DFW,2024-01-01 09:40:00,-7.544556627278547,47.235369083624086,14.895014632598444,3.106519975157492,Clear
LAX,2024-01-01 09:50:00,16.975751284642246,16.74391450684925,3.3647315821698376,1.448029013707394,Thunderstorm
JFK,2024-01-01 10:00:00,30.60814742498036,28.54269681393808,3.7986948732204007,3.4165006857774585,Clear
ATL,2024-01-01 10:10:00,7.244691467626325,45.479769555547215,9.21424342696551,6.888122019507861,Clear
ATL,2024-01-01 10:20:00,-0.26502500661278283,0.3091911320448337,5.725597242238818,5.802552381782897,Snow
ORD,2024-01-01 10:30:00,9.915980566976693,40.53417851687959,4.949259624662927,9.496371504528346,Fog
DFW,2024-01-01 10:40:00,-7.823678002804861,47.418477639445946,12.904752891066632,4.5664953624253055,Rain
ORD,2024-01-01 10:50:00,26.921941301612364,4.566286716677853,13.01943490437089,7.244770080955551,Clear
ORD,2024-01-01 11:00:00,27.185336492758402,8.072384301646052,16.490341395998584,5.4039047272760925,Clear
DFW,2024-01-01 11:10:00,16.46002085433328,48.03731513856777,8.354171339459517,5.613185943317905,Thunderstorm
JFK,2024-01-01 11:20:00,5.889630002227527,26.877007182017316,1.4617018205230048,3.4099688314370575,Snow
ORD,2024-01-01 11:30:00,25.990251400060252,0.7098317235861851,5.473327698429154,5.094556991577997,Fog
ORD,2024-01-01 11:40:00,14.960916115476522,12.881599938176457,19.60010926393634,5.237064973114365,Clear
ATL,2024-01-01 11:50:00,27.166953884750733,22.49718371344298,11.925171504654042,7.359782695740406,Clear
DFW,2024-01-01 12:00:00,18.41564566623593,34.64544555123838,14.194741696020404,9.465759992675025,Rain
LAX,2024-01-01 12:10:00,25.298246294575875,36.65801890683998,0.14715659250829072,3.9638914973425385,Fog
JFK,2024-01-01 12:20:00,16.9353346947992,49.771075646272806,10.364114643650417,1.379804217231686,Clear
JFK,2024-01-01 12:30:00,8.63634806970498,14.37555996918795,0.7505731506360624,5.466656129505758,Fog
DFW,2024-01-01 12:40:00,33.10756369667619,26.91100509342376,11.38460424182896,5.900151989342517,Rain
ATL,2024-01-01 12:50:00,14.350122119548015,26.666177392980252,18.415416992721507,2.515964960187237,Clear
ATL,2024-01-01 13:00:00,17.229028334324227,20.282262972361874,19.368382610008158,7.8441814564846,Clear
DFW,2024-01-01 13:10:00,-0.07805622633628317,8.45809469212101,10.811053507778484,9.864361975973425,Clear
ATL,2024-01-01 13:20:00,18.15428552422744,48.872828159192125,9.164096105044319,9.51197245307615,Rain
JFK,2024-01-01 13:30:00,15.722344226732474,42.6658593333293,18.90034188496988,2.7739543494128696,Clear
JFK,2024-01-01 13:40:00,-1.6822720923838776,24.91665141471186,13.472196639933902,8.878269159106846,Clear
LAX,2024-01-01 13:50:00,-7.318580619108532,30.16227113420149,1.2979855907681892,7.340442727705162,Fog
DFW,2024-01-01 14:00:00,17.196169387164698,11.363052677983115,9.314511553349952,5.084619074262204,Clear
ORD,2024-01-01 14:10:00,24.366152120764426,27.189353519587346,4.804900369286078,5.8654989489225615,Clear
ORD,2024-01-01 14:20:00,13.55306169149037,34.74850665607379,9.396086428973632,8.646401574842123,Clear
LAX,2024-01-01 14:30:00,0.2047681393840559,25.75835141932944,9.109311440127234,5.321214456745358,Rain
LAX,2024-01-01 14:40:00,19.99348895118657,49.514258529247066,11.642896056294841,4.358866321946142,Snow
ATL,2024-01-01 14:50:00,-6.395242302567899,30.56708281238631,7.135409806985025,5.439227437233872,Clear
LAX,2024-01-01 15:00:00,9.882516716087956,18.548685629608453,3.285408989118561,6.212168236315442,Snow
LAX,2024-01-01 15:10:00,-2.6484958720710914,38.607601380791905,10.074388691799125,2.7016988840051397,Rain
ORD,2024-01-01 15:20:00,-1.6993427023052483,8.523125579082102,16.60405768691524,9.108169572402916,Clear
ATL,2024-01-01 15:30:00,-0.896772287880836,19.225790685313328,13.280244561352045,7.067682539466524,Clear
LAX,2024-01-01 15:40:00,7.401817566979005,17.34794751887929,6.767357318504317,6.6994202560374,Clear
LAX,2024-01-01 15:50:00,-7.698240747082107,21.590354755388862,18.710460455177145,1.8954660356257431,Clear
ATL,2024-01-01 16:00:00,7.900704841809418,39.08899129643631,18.24415142498364,6.437565443553326,Snow
DFW,2024-01-01 16:10:00,13.02683512016154,24.208651608170374,4.186967987681975,2.088645960146431,Rain
ATL,2024-01-01 16:20:00,11.748242823484635,39.70072251329814,0.7883517024072595,1.7082790767585916,Clear
ORD,2024-01-01 16:30:00,7.225284518136824,28.824445156993296,14.826174167015244,5.7457980607815395,Clear
DFW,2024-01-01 16:40:00,27.76159736318386,17.103471732877768,16.552205226983066,4.6250698064184546,Clear
JFK,2024-01-01 16:50:00,-3.4602988410773152,40.49893718417362,19.357291319027105,6.299292431406009,Rain
ATL,2024-01-01 17:00:00,12.75635347016183,11.914483527654578,17.796727881766216,1.8029995125151475,Clear
ORD,2024-01-01 17:10:00,-7.208136236955056,11.219148989989774,12.010695364128296,4.878847565625326,Rain
DFW,2024-01-01 17:20:00,-6.797994450494062,25.22514620274179,10.601046784247616,2.5730804354064216,Clear
ATL,2024-01-01 17:30:00,15.823963235469336,13.042462298104446,0.5568210252517258,9.883900773317048,Rain
LAX,2024-01-01 17:40:00,15.470829119951944,0.4543517475608161,4.933128936895557,6.05035191191657,Fog
ATL,2024-01-01 17:50:00,29.51150807800056,32.41487636494008,9.192295034658528,7.1869317484678055,Clear
JFK,2024-01-01 18:00:00,15.104315404703293,25.5546910736199,12.570078001671357,3.9287645261434703,Clear
ATL,2024-01-01 18:10:00,33.19059591821826,22.27589072465806,11.145036666368213,1.8526502330140975,Thunderstorm
DFW,2024-01-01 18:20:00,-7.8087318220031605,48.348425730915764,14.85271979363381,9.78283776505183,Clear
DFW,2024-01-01 18:30:00,-5.589654184866652,28.559959198145684,5.595338617740817,3.576331318448649,Rain
ATL,2024-01-01 18:40:00,-8.017036229332838,43.171578889469224,11.299052153049464,4.814273666562168,Clear
DFW,2024-01-01 18:50:00,-1.6625417349906986,6.972511810258009,1.7628448678158426,6.8487752953231755,Rain
LAX,2024-01-01 19:00:00,14.357154992375513,28.460323156471386,8.27331047166414,1.2222756791750016,Clear
ATL,2024-01-01 19:10:00,19.05074816423426,43.39898133654515,15.00321665909202,8.292332174655582,Thunderstorm
LAX,2024-01-01 19:20:00,-7.948667892309905,29.1552878639949,13.86801706858088,5.829203710257582,Snow
LAX,2024-01-01 19:30:00,32.568690043051966,35.900708906350076,19.81285474344358,3.5039546836193995,Snow
ORD,2024-01-01 19:40:00,27.897441949267147,18.60217839061037,5.5578225197551205,1.5544718676322233,Snow
ATL,2024-01-01 19:50:00,3.3475616970691906,4.622475851853331,9.963785983479582,2.462485739269973,Rain
DFW,2024-01-01 20:00:00,-6.526561139808942,22.89501475635357,6.590608275479934,9.055304729680932,Clear
LAX,2024-01-01 20:10:00,-2.355081705142423,19.723969541942875,8.812062281183495,7.174218015423019,Fog
ORD,2024-01-01 20:20:00,-4.28750138102623,43.35300911894737,17.139002597387762,3.2491154947320084,Thunderstorm
ATL,2024-01-01 20:30:00,-4.452229931547392,12.199765117623611,13.684181503769732,1.5904068845052657,Clear
ATL,2024-01-01 20:40:00,13.335275989958028,48.3367113767554,17.648823826951634,7.215537811479727,Thunderstorm
JFK,2024-01-01 20:50:00,1.0631349122030134,47.90690599022481,4.070222166637729,6.151669533709886,Rain
JFK,2024-01-01 21:00:00,6.116287243811499,12.381582153571935,17.46722235682876,4.640675720124115,Rain
LAX,2024-01-01 21:10:00,34.52774000229451,17.402597773866024,1.1952454835676884,4.272503042710575,Clear
JFK,2024-01-01 21:20:00,20.794141201640514,44.777787043694254,17.771985608743048,2.9513284833619746,Clear
LAX,2024-01-01 21:30:00,32.70413001711506,48.331111044805375,6.581475589214558,7.026501308837659,Clear
DFW,2024-01-01 21:40:00,-3.5849550235097984,22.1719551418022,6.29175266828133,9.736012250144835,Clear
LAX,2024-01-01 21:50:00,7.196276367465618,16.049852282044892,10.241771533973278,2.5814372125314327,Rain
JFK,2024-01-01 22:00:00,14.962931147705941,26.3047006625771,18.813803754464637,6.3740495801395305,Clear
DFW,2024-01-01 22:10:00,-6.54588721500679,34.38846031828674,0.9556272936281074,4.817665501713786,Clear
JFK,2024-01-01 22:20:00,-9.811565036741897,13.67372576874899,7.044619501414906,5.020198495701984,Thunderstorm
LAX,2024-01-01 22:30:00,20.16954502086129,36.82365873095364,17.131439773666713,3.2873255211503296,Clear
ORD,2024-01-01 22:40:00,18.88187825606459,2.5828678557320517,7.921089548709334,8.426213880952773,Clear
ATL,2024-01-01 22:50:00,8.48549644998253,2.4647246382208223,3.98313795194134,5.36730043732517,Clear
JFK,2024-01-01 23:00:00,12.03398342144147,19.314385257277262,8.495883626628235,5.890652669784377,Clear
LAX,2024-01-01 23:10:00,8.694935026644032,17.67365960303603,7.711050029833386,3.7428482151759317,Snow
DFW,2024-01-01 23:20:00,-8.919772981980001,15.781660768357614,18.30832402933407,2.6362761910025476,Rain
JFK,2024-01-01 23:30:00,5.0917222797858095,24.5509881334455,15.238687514861942,1.7731934938253844,Snow
JFK,2024-01-01 23:40:00,-2.0312985071219574,16.03667911557856,10.102311114880127,7.427072268324244,Clear
ATL,2024-01-01 23:50:00,-5.570911490438407,9.612895923404597,19.767411334431422,2.7661085351907007,Rain
LAX,2024-01-02 00:00:00,33.05241952502074,15.473477454430046,9.305550625518466,7.2106781876991795,Clear
ORD,2024-01-02 00:10:00,16.971187626897454,48.74521364051175,1.1647566164055045,4.513388014422585,Clear
DFW,2024-01-02 00:20:00,22.789532790647122,20.55567084974243,5.245486436299698,4.741973208906863,Clear
LAX,2024-01-02 00:30:00,4.191368446975288,22.23563884291679,8.721409604386253,5.222597464834945,Clear
DFW,2024-01-02 00:40:00,7.6916208272306825,28.827249497557002,3.138052482922402,4.309376573147889,Clear
JFK,2024-01-02 00:50:00,0.6615797253525564,49.16703842071133,18.95130252648086,1.9055797950033107,Clear
ATL,2024-01-02 01:00:00,-5.636544806555887,12.080063821788151,15.336977956355462,3.786686290025612,Thunderstorm
ATL,2024-01-02 01:10:00,-1.9435763151287286,34.06410552662169,5.365744008555453,6.973609246245446,Clear
ORD,2024-01-02 01:20:00,25.888132038341865,35.799234677086204,11.816090670358317,6.992059613219839,Clear
ATL,2024-01-02 01:30:00,20.489561233269914,30.366220839653295,14.428983142191441,3.576018765159949,Clear
JFK,2024-01-02 01:40:00,14.611799419346461,4.428916981832204,18.82557857813596,5.140923639019192,Rain
ORD,2024-01-02 01:50:00,11.379044279004564,33.84361379137882,17.632706983508214,2.741025052107437,Clear
LAX,2024-01-02 02:00:00,31.509542764525598,3.204735551808774,10.303844522764274,2.893348733768522,Fog
ATL,2024-01-02 02:10:00,-6.726927349959922,29.807132477494847,15.493052395860351,1.2074237956594667,Thunderstorm
ORD,2024-01-02 02:20:00,2.627036595706219,36.97905886108713,11.2428950765517,9.070718949169702,Clear
JFK,2024-01-02 02:30:00,5.747203410682133,10.548494530997521,11.054077800910802,2.896359985674156,Clear
DFW,2024-01-02 02:40:00,25.209161549575455,42.0811003771387,2.294839166763838,3.0478048924281698,Clear
DFW,2024-01-02 02:50:00,34.66315790728871,1.5176902766502132,2.5227531603230413,3.5164128938061863,Rain
JFK,2024-01-02 03:00:00,0.830173164071887,42.1906431829153,10.59067230044915,2.146672645258861,Clear
JFK,2024-01-02 03:10:00,29.343830036168626,23.016452532138253,5.377230899580132,6.753365948632266,Clear
DFW,2024-01-02 03:20:00,27.378024219430607,10.879396996582225,0.42073804920937263,1.6762865785982792,Clear
ORD,2024-01-02 03:30:00,0.10958289387949804,6.6889072496984,14.456784078004246,2.2078218369371525,Rain
DFW,2024-01-02 03:40:00,7.969966108965014,47.66535837911863,0.6497319338032992,6.802810539310836,Clear
JFK,2024-01-02 03:50:00,8.435279118163361,3.6332793790578357,11.90553682208109,4.0569455843329845,Clear
ATL,2024-01-02 04:00:00,34.01993008369512,9.954670996796283,10.783875882546287,7.371530440310702,Rain
LAX,2024-01-02 04:10:00,-1.8598644379495752,17.3911173716523,19.37629381155609,6.016822702031278,Rain
ATL,2024-01-02 04:20:00,25.962108699715195,31.011742448056022,9.684262786952832,3.3041905575536177,Fog
ATL,2024-01-02 04:30:00,5.038672137789947,27.240054263804918,1.2720287275559472,6.857451554403952,Clear
JFK,2024-01-02 04:40:00,22.889165559927214,6.282174620615699,11.033759356129234,2.046463122635926,Snow
DFW,2024-01-02 04:50:00,8.900495193304828,14.486399186910731,16.82192341232203,5.827693447720273,Rain
ORD,2024-01-02 05:00:00,16.0261893402443,11.937588554301204,19.936985685628798,4.934332945405312,Clear
ATL,2024-01-02 05:10:00,27.4675297996759,10.677142724517068,8.60686347378145,3.410862245356967,Rain
DFW,2024-01-02 05:20:00,26.187450424274786,20.55721682399935,6.40597484993485,6.436044979655501,Clear
ORD,2024-01-02 05:30:00,28.989043259286504,35.20157262958284,18.13306593903998,8.842002331062542,Thunderstorm
ATL,2024-01-02 05:40:00,-7.317220359490344,10.872646610861796,3.8248425815224274,9.99014229786769,Clear
ORD,2024-01-02 05:50:00,21.142274886788517,18.33394398514907,12.308578300658532,6.469864918690821,Rain
DFW,2024-01-02 06:00:00,-3.7005680475206706,19.545871342058113,8.114288483618955,4.642352868962531,Clear
LAX,2024-01-02 06:10:00,8.711835560828494,48.82282647177051,0.8216472991111057,3.0268639019458146,Thunderstorm
DFW,2024-01-02 06:20:00,14.686478677460983,47.733317843953444,6.945769486113955,3.3138648045560055,Clear
JFK,2024-01-02 06:30:00,8.123276813607383,40.006879137603796,5.304570450053491,5.3150948033478915,Thunderstorm
ORD,2024-01-02 06:40:00,13.382525411135337,12.082946040959259,13.721823078869736,4.305499311526383,Thunderstorm
LAX,2024-01-02 06:50:00,34.843683895937865,3.4018657045834844,18.975809953838365,9.224330703624497,Clear
ORD,2024-01-02 07:00:00,-3.9152208829215374,15.845206886031239,5.360943747572755,4.314659208901386,Fog
ORD,2024-01-02 07:10:00,20.39552204013915,13.339727471691543,16.229318783033634,4.361001320308919,Thunderstorm
ATL,2024-01-02 07:20:00,7.8200434873526845,25.296290007319694,1.1071963387681905,4.451810611905793,Clear
JFK,2024-01-02 07:30:00,-4.014559049170205,38.88639550338965,10.762420200796264,8.529581893308922,Clear
ORD,2024-01-02 07:40:00,-2.856845648156071,42.9161469439429,1.4110012741978917,6.857094887622116,Rain
DFW,2024-01-02 07:50:00,32.71728978105276,42.243204270525425,18.680659822612785,6.527519652870034,Clear
DFW,2024-01-02 08:00:00,29.58206735202929,17.983778061153387,15.327025611147803,4.007287201454759,Clear
ATL,2024-01-02 08:10:00,30.816888218675984,34.361717173034144,13.158998224091846,8.361137591491955,Clear
JFK,2024-01-02 08:20:00,34.618974912232396,15.641709876211001,16.477927632493284,1.3452747522013102,Clear
JFK,2024-01-02 08:30:00,-0.6258074496166923,3.0452771617591354,12.950395911403263,8.837174551043018,Clear
DFW,2024-01-02 08:40:00,5.994770181382778,35.07826328014711,19.37888794348582,5.614749098145366,Clear
LAX,2024-01-02 08:50:00,20.114856346619003,0.49137762848939226,14.27915895729543,4.584252113770715,Fog
ATL,2024-01-02 09:00:00,11.771114293729127,20.45912937292443,18.493172191644934,5.474505526459171,Snow
ATL,2024-01-02 09:10:00,8.82752900202501,16.468963465103787,10.34263784021276,7.00673977480448,Clear
DFW,2024-01-02 09:20:00,6.101506220101687,34.66887692594262,2.341288259637253,1.1148888386610762,Rain
DFW,2024-01-02 09:30:00,16.72012843745535,38.312273638018944,10.563554428460343,8.84396670812423,Rain
LAX,2024-01-02 09:40:00,15.901704288803689,15.204731798564191,2.537456561261866,5.020655727802535,Thunderstorm
LAX,2024-01-02 09:50:00,-2.734397467109196,40.581350722242675,11.8498695835281,4.086698677300704,Clear
JFK,2024-01-02 10:00:00,11.22829268832976,14.695838025246688,9.649861210553258,2.244210090706514,Clear
ATL,2024-01-02 10:10:00,14.906229929443246,22.31631799932806,12.451507956655634,4.955188369225979,Thunderstorm
ATL,2024-01-02 10:20:00,15.662912242912572,36.3509263507067,0.20093962109663188,5.4669049415594095,Thunderstorm
DFW,2024-01-02 10:30:00,-0.5451763189441685,34.64601146123943,3.896809833107282,4.6328202504413,Snow
JFK,2024-01-02 10:40:00,23.402212651352905,49.36842361561,9.826608638242618,7.107940844442074,Snow
ATL,2024-01-02 10:50:00,-8.866040733051866,11.258051210796594,19.010071231782696,4.788068758833035,Clear
JFK,2024-01-02 11:00:00,5.96743349944232,33.115895676979115,7.672180807103168,9.65275820061916,Rain
JFK,2024-01-02 11:10:00,25.109569184103506,30.48409541378887,8.487440521072694,6.393497660412327,Clear
DFW,2024-01-02 11:20:00,15.375181447493105,45.7549227245015,14.293921780132443,8.267301420867181,Clear
JFK,2024-01-02 11:30:00,1.7523094629887108,7.818107082243753,12.075855145722361,1.9842031279853096,Fog
LAX,2024-01-02 11:40:00,21.272890370437146,37.58990817934665,5.978523001966664,4.5756216365131515,Clear
LAX,2024-01-02 11:50:00,15.532592487023301,28.413430813438417,8.216327911348555,4.031629313024374,Clear
ORD,2024-01-02 12:00:00,25.83096242553742,13.73329348939527,4.353995977144649,6.125341493229326,Thunderstorm
DFW,2024-01-02 12:10:00,23.076133378542053,23.721745707358703,19.320429182604173,8.75002168055283,Clear
ORD,2024-01-02 12:20:00,17.454856491630558,16.68882985348989,2.6126876311471947,1.70504395985806,Thunderstorm
LAX,2024-01-02 12:30:00,11.96799538898663,28.965670139423043,7.436735691328389,1.653173182402397,Thunderstorm
ORD,2024-01-02 12:40:00,-4.006804344961447,44.450030540733295,0.5167794444002238,8.65285937341839,Rain
DFW,2024-01-02 12:50:00,1.7599858048422696,28.4652492206101,4.4355898386709285,2.9156507743452167,Clear
DFW,2024-01-02 13:00:00,8.859476281268837,31.586120916329204,15.609422767603098,7.0187792900483235,Clear
JFK,2024-01-02 13:10:00,16.96846791528749,25.937392355735472,4.023504645777589,5.885903191247246,Clear
ATL,2024-01-02 13:20:00,13.116853484688718,2.5582753222737953,1.601268050579312,8.496042353985064,Clear
JFK,2024-01-02 13:30:00,2.9683036681788266,11.642927843804712,9.489063596890466,2.1258001885276316,Clear
DFW,2024-01-02 13:40:00,-9.709103899463026,24.600086471604136,0.1993846946903699,2.1680466915035015,Thunderstorm
LAX,2024-01-02 13:50:00,12.330764985536629,15.511764187235238,1.6953230885266635,6.011365242504768,Clear
LAX,2024-01-02 14:00:00,2.8531694853009384,9.088179888059711,16.1525173912595,9.517407880225338,Snow
JFK,2024-01-02 14:10:00,23.05737353197408,25.206642095921914,15.429466897192128,4.734979825336788,Clear
DFW,2024-01-02 14:20:00,-8.922418062828243,16.140489672392516,18.30277640809792,3.9424789022922546,Rain
LAX,2024-01-02 14:30:00,16.317251508760588,12.905382158670736,17.09030871821499,6.460203908780972,Thunderstorm
DFW,2024-01-02 14:40:00,32.36634068777294,23.19927087201904,13.663511264796362,9.37403740490528,Clear
LAX,2024-01-02 14:50:00,-2.151582979982522,6.664212904108657,1.0466571460132568,8.532350495601612,Clear
DFW,2024-01-02 15:00:00,11.224227083776793,46.38728665377037,15.65697235973315,9.95935249659898,Rain
ORD,2024-01-02 15:10:00,-5.886010368228782,43.38510489596195,16.910216216811207,1.203117248821394,Snow
DFW,2024-01-02 15:20:00,18.155686051760867,35.38102928702676,15.981642915439089,2.01572330241486,Rain
DFW,2024-01-02 15:30:00,14.773925626830152,5.310691379422811,10.169580706160522,6.485209870299598,Clear
JFK,2024-01-02 15:40:00,8.331448589577455,38.79386272348465,4.658036772989633,8.385187954004648,Clear
ORD,2024-01-02 15:50:00,13.461965966318353,40.39786640545095,16.906599513774534,3.567199080760899,Thunderstorm
ATL,2024-01-02 16:00:00,30.345859631105455,38.38823088571689,14.543256194802769,3.1528997923079687,Thunderstorm
JFK,2024-01-02 16:10:00,-1.1667563960019827,5.698294355962058,19.61522348777703,8.08278219443081,Clear
ATL,2024-01-02 16:20:00,-8.984596973259375,32.195397853388236,3.1138519551186583,1.5074366846790843,Fog
LAX,2024-01-02 16:30:00,28.77491981145954,41.71623978746993,4.513291661041102,4.3244438282432665,Clear
ATL,2024-01-02 16:40:00,15.97026870745579,28.867670060983386,4.235962997630054,5.552283003330968,Clear
DFW,2024-01-02 16:50:00,30.079630495782908,32.32036876140445,15.850795352426735,6.043138069152911,Clear
ATL,2024-01-02 17:00:00,16.862535053592765,22.91817397131531,3.7381459290023633,7.557536411134992,Clear
JFK,2024-01-02 17:10:00,26.45724904818661,26.43536599420263,1.3331965964661219,4.1936115108759235,Rain
JFK,2024-01-02 17:20:00,9.33530135098166,1.7188429175862607,19.971216131712573,6.514159102071464,Clear
ATL,2024-01-02 17:30:00,23.743696907972094,31.94815109866423,0.4963442289029829,6.268378805118607,Clear
JFK,2024-01-02 17:40:00,31.086866010043522,4.07236064455796,16.70488120317731,5.928544905883724,Snow
JFK,2024-01-02 17:50:00,15.745533367499284,21.75072971701117,7.307336831013056,6.76434963827991,Rain
ATL,2024-01-02 18:00:00,-1.8646682246929203,14.632754883370392,16.832309195156306,3.3350425396126866,Rain
ORD,2024-01-02 18:10:00,2.0958926763589183,27.271397510585654,11.0924098242229,1.7618387822616608,Thunderstorm
ORD,2024-01-02 18:20:00,-1.0609940396167392,6.670816776160354,18.032624589727202,2.0734450483576907,Clear
LAX,2024-01-02 18:30:00,1.1085662418079814,34.58217009866591,18.523859728292532,3.02124144388511,Rain
