FlightNumber,DepartureTime,ArrivalTime,ScheduledDepartureTime,ScheduledArrivalTime,DelayStatus,DepartureAirport,ArrivalAirport,Temperature,WindSpeed,Precipitation,Visibility,WeatherCondition,DelayInMinutes,IsDelayed
4556,2024-01-01 11:40:00,2024-01-01 13:40:00,2024-01-01 11:30:00,2024-01-01 13:30:00,On-Time,ORD,DFW,14.960916115476522,12.881599938176455,19.60010926393634,5.237064973114365,Clear,10.0,0
4890,2024-01-01 11:50:00,2024-01-01 13:50:00,2024-01-01 11:40:00,2024-01-01 13:40:00,On-Time,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9838,2024-01-01 12:00:00,2024-01-01 14:00:00,2024-01-01 11:50:00,2024-01-01 13:50:00,On-Time,JFK,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6393,2024-01-01 12:10:00,2024-01-01 14:10:00,2024-01-01 12:00:00,2024-01-01 14:00:00,Delayed,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
9792,2024-01-01 12:20:00,2024-01-01 14:20:00,2024-01-01 12:10:00,2024-01-01 14:10:00,Delayed,JFK,ATL,16.9353346947992,49.771075646272806,10.364114643650415,1.379804217231686,Clear,10.0,1
9433,2024-01-01 12:30:00,2024-01-01 14:30:00,2024-01-01 12:20:00,2024-01-01 14:20:00,On-Time,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8513,2024-01-01 12:40:00,2024-01-01 14:40:00,2024-01-01 12:30:00,2024-01-01 14:30:00,On-Time,ATL,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3612,2024-01-01 12:50:00,2024-01-01 14:50:00,2024-01-01 12:40:00,2024-01-01 14:40:00,On-Time,LAX,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8041,2024-01-01 13:00:00,2024-01-01 15:00:00,2024-01-01 12:50:00,2024-01-01 14:50:00,On-Time,LAX,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7235,2024-01-01 13:10:00,2024-01-01 15:10:00,2024-01-01 13:00:00,2024-01-01 15:00:00,On-Time,LAX,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6486,2024-01-01 13:20:00,2024-01-01 15:20:00,2024-01-01 13:10:00,2024-01-01 15:10:00,On-Time,ATL,ATL,18.15428552422744,48.872828159192125,9.16409610504432,9.51197245307615,Rain,10.0,0
8099,2024-01-01 13:30:00,2024-01-01 15:30:00,2024-01-01 13:20:00,2024-01-01 15:20:00,On-Time,JFK,ATL,15.722344226732474,42.6658593333293,18.90034188496988,2.7739543494128696,Clear,10.0,0
1775,2024-01-01 13:40:00,2024-01-01 15:40:00,2024-01-01 13:30:00,2024-01-01 15:30:00,On-Time,JFK,DFW,-1.6822720923838776,24.91665141471186,13.472196639933902,8.878269159106846,Clear,10.0,0
9226,2024-01-01 13:50:00,2024-01-01 15:50:00,2024-01-01 13:40:00,2024-01-01 15:40:00,On-Time,LAX,ORD,-7.318580619108532,30.16227113420149,1.2979855907681892,7.340442727705162,Fog,10.0,0
4152,2024-01-01 14:00:00,2024-01-01 16:00:00,2024-01-01 13:50:00,2024-01-01 15:50:00,On-Time,DFW,JFK,17.196169387164698,11.363052677983116,9.314511553349952,5.084619074262204,Clear,10.0,0
2585,2024-01-01 14:10:00,2024-01-01 16:10:00,2024-01-01 14:00:00,2024-01-01 16:00:00,Delayed,JFK,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
4943,2024-01-01 14:20:00,2024-01-01 16:20:00,2024-01-01 14:10:00,2024-01-01 16:10:00,Delayed,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
8555,2024-01-01 14:30:00,2024-01-01 16:30:00,2024-01-01 14:20:00,2024-01-01 16:20:00,On-Time,ORD,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4073,2024-01-01 14:40:00,2024-01-01 16:40:00,2024-01-01 14:30:00,2024-01-01 16:30:00,Delayed,ORD,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
2021,2024-01-01 14:50:00,2024-01-01 16:50:00,2024-01-01 14:40:00,2024-01-01 16:40:00,On-Time,ORD,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4843,2024-01-01 15:00:00,2024-01-01 17:00:00,2024-01-01 14:50:00,2024-01-01 16:50:00,Delayed,DFW,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
8989,2024-01-01 15:10:00,2024-01-01 17:10:00,2024-01-01 15:00:00,2024-01-01 17:00:00,Delayed,LAX,ATL,-2.6484958720710914,38.60760138079191,10.074388691799124,2.70169888400514,Rain,10.0,1
7873,2024-01-01 15:20:00,2024-01-01 17:20:00,2024-01-01 15:10:00,2024-01-01 17:10:00,On-Time,ATL,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6675,2024-01-01 15:30:00,2024-01-01 17:30:00,2024-01-01 15:20:00,2024-01-01 17:20:00,On-Time,DFW,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1161,2024-01-01 15:40:00,2024-01-01 17:40:00,2024-01-01 15:30:00,2024-01-01 17:30:00,On-Time,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5297,2024-01-01 15:50:00,2024-01-01 17:50:00,2024-01-01 15:40:00,2024-01-01 17:40:00,On-Time,ATL,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1995,2024-01-01 16:00:00,2024-01-01 18:00:00,2024-01-01 15:50:00,2024-01-01 17:50:00,On-Time,LAX,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8629,2024-01-01 16:10:00,2024-01-01 18:10:00,2024-01-01 16:00:00,2024-01-01 18:00:00,On-Time,ORD,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2016,2024-01-01 16:20:00,2024-01-01 18:20:00,2024-01-01 16:10:00,2024-01-01 18:10:00,On-Time,LAX,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8869,2024-01-01 16:30:00,2024-01-01 18:30:00,2024-01-01 16:20:00,2024-01-01 18:20:00,Delayed,DFW,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
7439,2024-01-01 16:40:00,2024-01-01 18:40:00,2024-01-01 16:30:00,2024-01-01 18:30:00,Delayed,DFW,JFK,27.76159736318386,17.103471732877768,16.552205226983066,4.625069806418455,Clear,10.0,1
8892,2024-01-01 16:50:00,2024-01-01 18:50:00,2024-01-01 16:40:00,2024-01-01 18:40:00,On-Time,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7863,2024-01-01 17:00:00,2024-01-01 19:00:00,2024-01-01 16:50:00,2024-01-01 18:50:00,On-Time,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8916,2024-01-01 17:10:00,2024-01-01 19:10:00,2024-01-01 17:00:00,2024-01-01 19:00:00,On-Time,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9529,2024-01-01 17:20:00,2024-01-01 19:20:00,2024-01-01 17:10:00,2024-01-01 19:10:00,On-Time,ATL,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1878,2024-01-01 17:30:00,2024-01-01 19:30:00,2024-01-01 17:20:00,2024-01-01 19:20:00,Delayed,JFK,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
5887,2024-01-01 17:40:00,2024-01-01 19:40:00,2024-01-01 17:30:00,2024-01-01 19:30:00,On-Time,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5859,2024-01-01 17:50:00,2024-01-01 19:50:00,2024-01-01 17:40:00,2024-01-01 19:40:00,On-Time,ATL,ATL,29.51150807800056,32.41487636494008,9.192295034658528,7.1869317484678055,Clear,10.0,0
7331,2024-01-01 18:00:00,2024-01-01 20:00:00,2024-01-01 17:50:00,2024-01-01 19:50:00,On-Time,JFK,JFK,15.104315404703293,25.5546910736199,12.570078001671355,3.9287645261434703,Clear,10.0,0
9571,2024-01-01 18:10:00,2024-01-01 20:10:00,2024-01-01 18:00:00,2024-01-01 20:00:00,On-Time,ATL,ATL,33.19059591821826,22.27589072465806,11.145036666368211,1.8526502330140973,Thunderstorm,10.0,0
9684,2024-01-01 18:20:00,2024-01-01 20:20:00,2024-01-01 18:10:00,2024-01-01 20:10:00,On-Time,DFW,ORD,-7.80873182200316,48.34842573091576,14.85271979363381,9.78283776505183,Clear,10.0,0
8208,2024-01-01 18:30:00,2024-01-01 20:30:00,2024-01-01 18:20:00,2024-01-01 20:20:00,Delayed,ORD,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
6276,2024-01-01 18:40:00,2024-01-01 20:40:00,2024-01-01 18:30:00,2024-01-01 20:30:00,On-Time,DFW,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3062,2024-01-01 18:50:00,2024-01-01 20:50:00,2024-01-01 18:40:00,2024-01-01 20:40:00,On-Time,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1064,2024-01-01 19:00:00,2024-01-01 21:00:00,2024-01-01 18:50:00,2024-01-01 20:50:00,On-Time,ATL,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9006,2024-01-01 19:10:00,2024-01-01 21:10:00,2024-01-01 19:00:00,2024-01-01 21:00:00,Delayed,ATL,ORD,19.05074816423426,43.39898133654515,15.00321665909202,8.292332174655582,Thunderstorm,10.0,1
3568,2024-01-01 19:20:00,2024-01-01 21:20:00,2024-01-01 19:10:00,2024-01-01 21:10:00,Delayed,LAX,JFK,-7.948667892309905,29.1552878639949,13.86801706858088,5.829203710257582,Snow,10.0,1
6463,2024-01-01 19:30:00,2024-01-01 21:30:00,2024-01-01 19:20:00,2024-01-01 21:20:00,On-Time,LAX,ORD,32.568690043051966,35.90070890635008,19.81285474344358,3.5039546836193995,Snow,10.0,0
3027,2024-01-01 19:40:00,2024-01-01 21:40:00,2024-01-01 19:30:00,2024-01-01 21:30:00,On-Time,ORD,JFK,27.897441949267147,18.60217839061037,5.5578225197551205,1.5544718676322231,Snow,10.0,0
3695,2024-01-01 19:50:00,2024-01-01 21:50:00,2024-01-01 19:40:00,2024-01-01 21:40:00,On-Time,ATL,JFK,3.3475616970691906,4.622475851853331,9.963785983479582,2.462485739269973,Rain,10.0,0
6258,2024-01-01 20:00:00,2024-01-01 22:00:00,2024-01-01 19:50:00,2024-01-01 21:50:00,On-Time,ATL,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6618,2024-01-01 20:10:00,2024-01-01 22:10:00,2024-01-01 20:00:00,2024-01-01 22:00:00,Delayed,ORD,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
7736,2024-01-01 20:20:00,2024-01-01 22:20:00,2024-01-01 20:10:00,2024-01-01 22:10:00,On-Time,JFK,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1391,2024-01-01 20:30:00,2024-01-01 22:30:00,2024-01-01 20:20:00,2024-01-01 22:20:00,On-Time,ORD,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6892,2024-01-01 20:40:00,2024-01-01 22:40:00,2024-01-01 20:30:00,2024-01-01 22:30:00,On-Time,DFW,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4561,2024-01-01 20:50:00,2024-01-01 22:50:00,2024-01-01 20:40:00,2024-01-01 22:40:00,On-Time,ATL,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7184,2024-01-01 21:00:00,2024-01-01 23:00:00,2024-01-01 20:50:00,2024-01-01 22:50:00,On-Time,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4099,2024-01-01 21:10:00,2024-01-01 23:10:00,2024-01-01 21:00:00,2024-01-01 23:00:00,Delayed,DFW,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
7278,2024-01-01 21:20:00,2024-01-01 23:20:00,2024-01-01 21:10:00,2024-01-01 23:10:00,On-Time,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9392,2024-01-01 21:30:00,2024-01-01 23:30:00,2024-01-01 21:20:00,2024-01-01 23:20:00,On-Time,ORD,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4104,2024-01-01 21:40:00,2024-01-01 23:40:00,2024-01-01 21:30:00,2024-01-01 23:30:00,On-Time,DFW,DFW,-3.5849550235097984,22.1719551418022,6.29175266828133,9.736012250144835,Clear,10.0,0
8215,2024-01-01 21:50:00,2024-01-01 23:50:00,2024-01-01 21:40:00,2024-01-01 23:40:00,On-Time,ATL,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3454,2024-01-01 22:00:00,2024-01-02 00:00:00,2024-01-01 21:50:00,2024-01-01 23:50:00,On-Time,JFK,ATL,14.96293114770594,26.3047006625771,18.81380375446464,6.3740495801395305,Clear,10.0,0
9996,2024-01-01 22:10:00,2024-01-02 00:10:00,2024-01-01 22:00:00,2024-01-02 00:00:00,On-Time,JFK,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
3731,2024-01-01 22:20:00,2024-01-02 00:20:00,2024-01-01 22:10:00,2024-01-02 00:10:00,Delayed,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
9154,2024-01-01 22:30:00,2024-01-02 00:30:00,2024-01-01 22:20:00,2024-01-02 00:20:00,On-Time,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6056,2024-01-01 22:40:00,2024-01-02 00:40:00,2024-01-01 22:30:00,2024-01-02 00:30:00,On-Time,JFK,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
9110,2024-01-01 22:50:00,2024-01-02 00:50:00,2024-01-01 22:40:00,2024-01-02 00:40:00,On-Time,ORD,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
4840,2024-01-01 23:00:00,2024-01-02 01:00:00,2024-01-01 22:50:00,2024-01-02 00:50:00,On-Time,ATL,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2028,2024-01-01 23:10:00,2024-01-02 01:10:00,2024-01-01 23:00:00,2024-01-02 01:00:00,Delayed,ORD,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
8385,2024-01-01 23:20:00,2024-01-02 01:20:00,2024-01-01 23:10:00,2024-01-02 01:10:00,Delayed,ORD,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
1502,2024-01-01 23:30:00,2024-01-02 01:30:00,2024-01-01 23:20:00,2024-01-02 01:20:00,On-Time,JFK,ATL,5.0917222797858095,24.5509881334455,15.238687514861942,1.7731934938253844,Snow,10.0,0
7910,2024-01-01 23:40:00,2024-01-02 01:40:00,2024-01-01 23:30:00,2024-01-02 01:30:00,On-Time,ATL,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7938,2024-01-01 23:50:00,2024-01-02 01:50:00,2024-01-01 23:40:00,2024-01-02 01:40:00,On-Time,DFW,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
5488,2024-01-02 00:00:00,2024-01-02 02:00:00,2024-01-01 23:50:00,2024-01-02 01:50:00,On-Time,JFK,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1206,2024-01-02 00:10:00,2024-01-02 02:10:00,2024-01-02 00:00:00,2024-01-02 02:00:00,On-Time,JFK,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6134,2024-01-02 00:20:00,2024-01-02 02:20:00,2024-01-02 00:10:00,2024-01-02 02:10:00,On-Time,ATL,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6977,2024-01-02 00:30:00,2024-01-02 02:30:00,2024-01-02 00:20:00,2024-01-02 02:20:00,On-Time,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8721,2024-01-02 00:40:00,2024-01-02 02:40:00,2024-01-02 00:30:00,2024-01-02 02:30:00,On-Time,ORD,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8035,2024-01-02 00:50:00,2024-01-02 02:50:00,2024-01-02 00:40:00,2024-01-02 02:40:00,Delayed,ATL,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
2484,2024-01-02 01:00:00,2024-01-02 03:00:00,2024-01-02 00:50:00,2024-01-02 02:50:00,On-Time,ORD,JFK,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8858,2024-01-02 01:10:00,2024-01-02 03:10:00,2024-01-02 01:00:00,2024-01-02 03:00:00,On-Time,JFK,LAX,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
1863,2024-01-02 01:20:00,2024-01-02 03:20:00,2024-01-02 01:10:00,2024-01-02 03:10:00,Delayed,LAX,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
3790,2024-01-02 01:30:00,2024-01-02 03:30:00,2024-01-02 01:20:00,2024-01-02 03:20:00,On-Time,DFW,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
8408,2024-01-02 01:40:00,2024-01-02 03:40:00,2024-01-02 01:30:00,2024-01-02 03:30:00,On-Time,JFK,ORD,14.61179941934646,4.428916981832204,18.82557857813596,5.140923639019192,Rain,10.0,0
9755,2024-01-02 01:50:00,2024-01-02 03:50:00,2024-01-02 01:40:00,2024-01-02 03:40:00,On-Time,ATL,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
6116,2024-01-02 02:00:00,2024-01-02 04:00:00,2024-01-02 01:50:00,2024-01-02 03:50:00,On-Time,DFW,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7019,2024-01-02 02:10:00,2024-01-02 04:10:00,2024-01-02 02:00:00,2024-01-02 04:00:00,Delayed,LAX,DFW,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
2757,2024-01-02 02:20:00,2024-01-02 04:20:00,2024-01-02 02:10:00,2024-01-02 04:10:00,Delayed,LAX,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,1
8574,2024-01-02 02:30:00,2024-01-02 04:30:00,2024-01-02 02:20:00,2024-01-02 04:20:00,On-Time,ORD,ATL,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
7374,2024-01-02 02:40:00,2024-01-02 04:40:00,2024-01-02 02:30:00,2024-01-02 04:30:00,On-Time,DFW,ORD,25.20916154957545,42.0811003771387,2.294839166763838,3.0478048924281698,Clear,10.0,0
7892,2024-01-02 02:50:00,2024-01-02 04:50:00,2024-01-02 02:40:00,2024-01-02 04:40:00,On-Time,ORD,ORD,13.016369370240671,24.960287168468412,0.0,5.50466287432399,Unknown,10.0,0
2678,2024-01-02 03:00:00,2024-01-02 05:00:00,2024-01-02 02:50:00,2024-01-02 04:50:00,On-Time,JFK,JFK,0.830173164071887,42.1906431829153,10.59067230044915,2.146672645258861,Clear,10.0,0
